ms_zoning,lot_frontage,street,lot_shape,lot_contour,utilities,lot_config,lot_slope,neighborhood,condition_1,condition_2,building_type,house_style,overall_quality,overall_condition,year_built,roof_style,roof_material,exterior_1,exterior_2,masonry_type,masonry_area,external_quality,external_condition,foundation,basement_quality,basement_condition,basement_exposure,basement_fin_type_1,basement_fin_type_2,heating,heating_quality,central_air,electrical,bedroom_above_ground,kitchen_above_ground,kitchen_quality,total_rooms_above_ground,functional,fireplace_quality,garage_type,garage_fin,garage_cars,garage_quality,garage_condition,paved_drive,month_sold,year_sold,sale_type,sale_condition,sale_price,has_2nd_floor_sf,total_sf,has_basement_sf,total_bath,has_open_porch,has_fireplace,has_wood_deck,log_sale_price,log_lot_area
Res,70.0,1,1,1,AllPub,FR2,1,NAmes,N,Norm,1F,1,0-4,6,1971,G,CompShg,HdBoard,HdBoard,N,0.0,TA,TA,CBlock,A,TA,No,ALQ,LwQ,GasA,Gd,1,SBrkr,2,1,Ta,0-4,1,None,D,Unf,2,A,TA,Y,3,2009,W,Other,97000,0,1728.0,1,1.0,0,0,1,11.48246625748552,9.259130536145614
Res,60.0,1,1,1,AllPub,Inside,1,CollgCr,N,Norm,1F,2,8,5,2002,G,CompShg,VinylSd,VinylSd,B,149.0,Gd,TA,PConc,G,TA,No,Unf,Unf,GasA,Ex,1,SBrkr,3,1,Gd,7,1,Gd,A,RFn,2,A,TA,Y,8,2007,W,N,228500,1,3453.0,1,2.5,1,1,1,12.339291489316397,9.14580185083861
Res,60.0,0,0,1,AllPub,Inside,1,IDOTRR,R,Norm,1F,1,6,6,1930,G,CompShg,Stucco,Wd Shng,N,0.0,Gd,Gd,BrkTil,A,TA,No,Unf,Unf,GasA,TA,1,SBrkr,1,1,Ta,0-4,1,None,D,Unf,2,A,TA,N,7,2008,W,N,93850,0,1536.0,1,1.0,0,0,0,11.449453042014655,8.74687531957003
Res,83.0,1,0,1,AllPub,Inside,1,NridgHt,N,Norm,1F,1,9-10,5,2009,H,CompShg,VinylSd,VinylSd,S,450.0,Ex,TA,PConc,E,TA,Av,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Ex,8,1,Gd,A,Fin,3+,A,TA,Y,4,2010,N,P,395192,0,3870.0,1,3.5+,1,1,1,12.88712700173598,9.226115291091546
Res,81.0,1,1,0,AllPub,Inside,0,Sawyer,P,Norm,1F,1,5,5,1956,H,CompShg,BrkFace,BrkFace,N,0.0,TA,TA,CBlock,A,TA,No,Rec,ALQ,GasA,Gd,1,SBrkr,3,1,Ta,6,1,Gd,A,Unf,1,A,TA,Y,12,2007,W,N,187000,0,2615.0,1,2.0,0,1,0,12.138863895836725,9.559235128595953
Res,60.0,1,1,1,AllPub,Inside,1,CollgCr,N,Norm,1F,1,8,5,2001,H,CompShg,VinylSd,VinylSd,N,0.0,Gd,TA,PConc,G,TA,Av,Unf,Unf,GasA,Ex,1,SBrkr,3,1,Ex,7,1,TA,A,RFn,2,A,TA,Y,6,2009,W,N,236500,0,3541.0,1,2.0,1,1,1,12.373703486914124,9.37906997525067
Res,60.0,1,0,1,AllPub,Inside,1,Gilbert,N,Norm,1F,2,8,5,2003,G,CompShg,VinylSd,VinylSd,B,188.0,Gd,TA,PConc,G,TA,Gd,GLQ,Unf,GasA,Ex,1,SBrkr,4,1,Gd,9+,1,Gd,B,Fin,3+,A,TA,Y,8,2009,W,N,270000,1,3291.0,1,2.5,1,1,1,12.506177237980511,9.375176614429117
Res,70.0,1,1,1,AllPub,Inside,1,Sawyer,N,Norm,1F,1,7,8,1940,G,CompShg,Wd Sdng,Wd Sdng,N,0.0,TA,TA,BrkTil,A,TA,No,ALQ,Unf,GasA,Ex,1,FuseA,2,1,Gd,6,1,Gd,A,Unf,1,A,TA,Y,7,2007,W,N,165250,1,1982.0,1,1.5,0,1,0,12.015214757713933,8.847934753328465
Res,60.0,1,1,1,AllPub,Inside,1,Somerst,R,Norm,1F,2,8,5,2000,G,CompShg,VinylSd,VinylSd,N,0.0,Gd,TA,PConc,G,TA,No,Unf,Unf,GasA,Ex,1,SBrkr,3,1,Gd,7,1,TA,A,Fin,2,A,TA,Y,3,2009,W,N,220000,1,2932.0,1,2.5,1,1,0,12.301382825334498,8.922658299524402
Res,60.0,1,0,1,AllPub,Corner,1,Crawfor,N,Norm,1F,2,7,5,1915,G,CompShg,Wd Sdng,Wd Shng,N,0.0,TA,TA,BrkTil,A,Gd,No,ALQ,Unf,GasA,Gd,1,SBrkr,3,1,Gd,7,1,Gd,D,Unf,3+,A,TA,Y,2,2006,W,Other,140000,1,2473.0,1,2.0,1,1,0,11.84939770159144,9.164296433474776
Res,60.0,1,0,1,AllPub,CulDSac,1,Edwards,N,Norm,1F,1,0-4,5,1954,G,CompShg,VinylSd,VinylSd,N,0.0,TA,TA,CBlock,O,None,None,None,None,GasA,TA,1,SBrkr,2,1,Ta,6,0,None,A,Unf,2,O,TA,Y,10,2009,W,N,122000,0,1383.0,0,1.0,0,0,0,11.711776323715394,9.65726726989194
Res,76.0,1,1,1,AllPub,Inside,1,OldTown,F,Norm,2F,2,5,9,1900,G,CompShg,Wd Sdng,Wd Sdng,N,0.0,TA,Gd,BrkTil,G,TA,No,Unf,Unf,GasA,Gd,1,SBrkr,4,2,Gd,8,1,Po,D,Unf,2,A,TA,N,5,2010,W,N,140000,1,2172.0,1,2.0,0,1,1,11.84939770159144,8.939843124278502
Res,67.0,1,0,1,AllPub,Inside,1,NridgHt,N,Norm,1F,2,9-10,5,2008,H,CompShg,VinylSd,VinylSd,S,268.0,Ex,TA,PConc,E,TA,Av,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Ex,9+,1,Gd,A,Fin,3+,A,TA,Y,11,2008,N,P,446261,1,4165.0,1,3.5+,1,1,1,13.008659261632127,9.612332790605375
Res,70.0,1,0,0,AllPub,Inside,0,NAmes,N,Norm,1F,2,5,5,1969,G,CompShg,Plywood,Plywood,B,192.0,TA,TA,PConc,G,TA,Av,Rec,Unf,GasA,TA,1,SBrkr,5,1,Ta,9+,1,TA,A,Unf,2,A,TA,Y,9,2007,W,Other,135000,1,3120.0,1,2.5,0,1,1,11.813030057420567,9.359277484750553
Res,60.0,1,1,1,AllPub,CulDSac,1,NWAmes,N,Norm,1F,2,7,7,1976,G,CompShg,Plywood,Plywood,B,233.0,TA,TA,CBlock,G,TA,No,Unf,Unf,GasA,TA,1,SBrkr,3,1,Ta,7,1,TA,A,RFn,2,A,TA,Y,11,2007,W,N,197900,1,2728.0,1,2.5,1,1,0,12.195517131590657,9.424160595829509
Res,70.0,1,1,1,AllPub,Inside,1,Edwards,N,Norm,1F,2,0-4,7,1910,G,CompShg,MetalSd,HdBoard,N,0.0,TA,TA,CBlock,O,TA,No,Unf,Unf,GasA,Gd,0,SBrkr,2,1,Ta,6,0,None,D,Unf,1,O,TA,Y,5,2007,W,N,112000,1,1906.0,1,1.5,1,0,1,11.626254150277232,9.37305428246393
Res,61.0,1,1,1,AllPub,Inside,1,NridgHt,N,Norm,T,1,9-10,5,2005,H,CompShg,MetalSd,MetalSd,B,412.0,Ex,TA,PConc,E,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,2,1,Ex,6,1,Gd,A,RFn,2,A,TA,Y,2,2010,W,N,319900,0,3504.0,1,3.0,1,1,1,12.675763725937609,8.943506132037239
Res,90.0,1,1,1,AllPub,Corner,1,CollgCr,N,Norm,1F,1,6,5,2006,H,CompShg,VinylSd,VinylSd,N,0.0,Gd,TA,PConc,G,TA,No,GLQ,Unf,GasA,Gd,1,SBrkr,3,1,Gd,7,1,Gd,A,RFn,2,A,TA,Y,7,2006,N,P,233555,0,3682.0,1,3.0,1,1,0,12.36117287439302,9.501292093295586
Res,91.0,1,1,1,AllPub,Inside,1,NAmes,A,Norm,D,2,5,5,1969,G,CompShg,MetalSd,MetalSd,B,368.0,TA,TA,CBlock,A,TA,No,LwQ,Unf,GasA,TA,1,SBrkr,6,2,Ta,9+,1,None,D,Unf,3+,A,TA,Y,8,2009,W,N,200000,1,3882.0,1,3.5+,0,0,0,12.206072645530174,9.362460420037015
Res,57.0,1,0,1,AllPub,Inside,1,CollgCr,N,Norm,1F,1,5,5,1994,G,CompShg,VinylSd,VinylSd,N,0.0,TA,TA,PConc,G,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Ta,5,1,None,D,Unf,2,A,TA,Y,2,2008,W,N,145000,0,1980.0,1,1.5,0,0,0,11.884489021402711,9.131838143821225
Res,48.0,1,1,1,AllPub,Inside,1,NridgHt,N,Norm,T,1,7,5,2003,G,CompShg,VinylSd,Wd Shng,S,235.0,Gd,TA,PConc,G,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,2,1,Gd,6,1,Gd,A,RFn,2,A,TA,Y,3,2007,W,N,200000,0,2810.0,1,3.0,1,1,1,12.206072645530174,8.08394570229562
Res,94.0,1,1,0,AllPub,Inside,0,Mitchel,N,Norm,1F,1,0-4,5,1963,G,CompShg,HdBoard,Plywood,N,0.0,TA,TA,PConc,A,TA,Gd,ALQ,Unf,GasA,Gd,1,SBrkr,3,1,Ta,5,1,None,A,Unf,2,A,TA,Y,1,2007,W,N,132250,0,2104.0,1,2.0,0,0,0,11.792449349720545,10.138006161871843
Res,60.0,1,0,0,AllPub,Inside,0,SawyerW,N,Norm,1F,2,7,5,1988,G,CompShg,Plywood,Plywood,B,128.0,Gd,TA,CBlock,G,TA,Gd,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Ta,7,1,Gd,A,Fin,2,A,TA,Y,4,2007,W,N,277000,1,3219.0,1,3.5+,1,1,1,12.531772785169476,9.572480355345974
Res,78.0,1,0,1,AllPub,Inside,1,Crawfor,N,Norm,1F,1,7,6,1941,G,CompShg,Wd Sdng,Wd Sdng,B,371.0,Gd,Gd,BrkTil,G,TA,No,ALQ,BLQ,GasA,Ex,1,SBrkr,4,1,Ta,8,1,TA,A,Unf,1,A,TA,Y,7,2010,W,N,257500,1,3661.0,1,2.5,0,1,0,12.458774999085929,9.254548626640503
Res,66.0,1,1,1,AllPub,Inside,1,OldTown,N,Norm,1F,2,7,8,1930,G,CompShg,Wd Sdng,Wd Sdng,N,0.0,TA,TA,BrkTil,A,TA,No,Unf,Unf,GasA,TA,0,SBrkr,2,1,Gd,5,1,Po,D,Unf,1,O,TA,N,7,2006,W,N,105000,1,1506.0,1,1.0,0,1,1,11.56171562913966,8.283999304248526
Res,64.0,1,1,0,AllPub,Inside,0,Edwards,N,Norm,1F,1,0-4,5,1959,G,CompShg,AsbShng,AsbShng,N,0.0,TA,TA,CBlock,A,TA,No,LwQ,Rec,GasA,TA,1,FuseA,3,1,Ta,5,1,None,D,Unf,1,A,TA,Y,3,2009,W,N,85000,0,1752.0,1,1.0,0,0,0,11.350406535472453,8.765614549914716
Res,70.0,1,1,1,AllPub,Inside,1,NAmes,N,Norm,1F,1,5,5,1960,H,CompShg,BrkFace,BrkFace,N,0.0,TA,TA,CBlock,A,TA,No,Rec,Unf,GasA,Gd,1,FuseA,3,1,Ta,6,1,None,A,RFn,1,A,TA,Y,5,2007,W,Other,152000,0,2484.0,1,2.5,0,0,0,11.931635799828413,8.974997713204976
Res,60.0,1,0,1,AllPub,Corner,1,Sawyer,N,Norm,1F,1,5,5,1968,G,CompShg,Plywood,Plywood,N,0.0,TA,TA,PConc,A,TA,No,Unf,Unf,GasA,TA,1,SBrkr,3,1,Ta,6,1,None,A,Unf,1,A,TA,Y,5,2007,W,Other,108000,0,1896.0,1,1.0,0,0,1,11.589886506106357,9.102532419341877
Res,60.0,1,0,1,AllPub,Corner,1,Mitchel,N,Norm,1F,1,5,5,1985,G,CompShg,HdBoard,Plywood,N,0.0,TA,TA,CBlock,A,TA,No,ALQ,Unf,GasA,Ex,1,SBrkr,3,1,Ta,5,1,None,O,None,0,O,None,Y,3,2009,W,N,112000,0,1666.0,1,2.0,0,0,0,11.626254150277232,9.080231686629162
Res,75.0,1,0,1,AllPub,Inside,1,Somerst,R,Norm,1F,1,8,5,2006,G,CompShg,VinylSd,VinylSd,B,53.0,Gd,TA,PConc,G,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Gd,7,1,Gd,A,RFn,3+,A,TA,Y,7,2008,W,N,232000,0,3148.0,1,2.0,1,1,1,12.354492650648448,9.38907215991958
Res,70.0,1,1,1,AllPub,Inside,1,NAmes,N,Norm,1F,1,6,3,1957,H,CompShg,BrkFace,BrkFace,N,0.0,TA,TA,CBlock,A,TA,No,ALQ,Rec,GasA,Gd,1,SBrkr,3,1,Ta,6,1,Gd,A,RFn,2,A,TA,Y,6,2009,W,N,156500,0,2956.0,1,2.5,0,1,1,11.960811288962345,9.035986984831405
Res,65.0,1,1,1,AllPub,Inside,1,CollgCr,N,Norm,1F,1,7,5,2004,G,CompShg,VinylSd,VinylSd,B,266.0,Gd,TA,PConc,G,TA,Mn,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Gd,8,1,None,A,Unf,2,A,TA,Y,4,2008,W,N,210000,0,2872.0,1,3.0,1,0,1,12.254862809699606,9.041921720351219
Res,65.0,1,0,0,AllPub,Inside,0,SWISU,N,Norm,1F,1,6,5,1940,G,CompShg,VinylSd,VinylSd,N,0.0,TA,TA,CBlock,O,TA,No,LwQ,Unf,GasA,Ex,0,SBrkr,3,1,Ta,5,1,None,D,Unf,1,A,TA,Y,3,2010,W,N,95000,1,1519.0,1,1.0,0,0,0,11.461632170582678,8.699681400989514
Res,50.0,1,1,1,AllPub,Inside,1,OldTown,N,Norm,1F,1,0-4,6,1900,G,CompShg,MetalSd,MetalSd,N,0.0,TA,TA,BrkTil,O,TA,No,LwQ,Rec,GasA,Gd,0,SBrkr,3,1,Ta,6,1,None,D,Unf,1,O,Fa,Y,5,2007,CON,N,85000,1,1711.0,1,1.0,0,0,0,11.350406535472453,8.686935966003333
Res,76.0,1,1,1,AllPub,Inside,1,NridgHt,N,Norm,1F,2,8,5,2004,G,CompShg,VinylSd,VinylSd,B,344.0,Gd,TA,PConc,E,TA,Av,Unf,Unf,GasA,Ex,1,SBrkr,4,1,Gd,9+,1,Gd,B,RFn,3+,A,TA,Y,10,2007,W,N,317000,1,3616.0,1,2.5,1,1,1,12.666657052859417,9.16858043772795
Res,60.0,1,0,1,AllPub,Inside,1,NAmes,N,Norm,1F,1,6,6,1960,G,CompShg,Wd Sdng,Wd Sdng,B,276.0,TA,TA,CBlock,A,TA,Gd,GLQ,Unf,GasA,TA,1,SBrkr,3,1,Ta,5,1,None,O,Unf,1,A,TA,Y,6,2008,W,N,148000,0,2162.0,1,2.0,1,0,1,11.904967552746252,9.467228129254554
Res,63.0,1,1,1,AllPub,FR2,1,CollgCr,N,Norm,1F,1,7,5,2004,G,CompShg,VinylSd,VinylSd,B,106.0,Gd,TA,PConc,G,TA,Av,Unf,Unf,GasA,Ex,1,SBrkr,3,1,Gd,7,1,None,A,RFn,2,A,TA,Y,11,2007,W,N,179600,0,2844.0,1,2.0,1,0,1,12.098487434850236,9.047821442478408
Non,60.0,0,1,0,AllPub,Inside,1,IDOTRR,N,Norm,1F,2,0-4,6,1920,G,CompShg,MetalSd,MetalSd,N,0.0,TA,TA,Stone,O,Fa,Mn,Unf,Unf,GasA,Ex,1,SBrkr,3,1,Ta,5,0,None,D,Unf,1,O,Fa,N,6,2008,W,N,65000,1,1456.0,1,1.5,1,0,0,11.082142548877775,9.104979856318357
Res,75.0,1,0,0,AllPub,Inside,1,ClearCr,N,Norm,1F,1,6,8,1908,G,CompShg,Wd Sdng,Wd Sdng,N,0.0,TA,TA,BrkTil,A,TA,No,Unf,Unf,GasA,TA,1,SBrkr,5,1,Ta,9+,1,Gd,D,Unf,2,O,TA,Y,9,2008,W,N,240000,1,3265.0,1,3.0,1,1,1,12.388394202324129,10.727662995502477
Res,74.0,1,1,1,AllPub,Inside,1,Somerst,N,Norm,1F,1,8,5,2005,G,CompShg,VinylSd,VinylSd,B,148.0,Gd,TA,PConc,G,TA,Av,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Gd,7,1,None,A,RFn,2,A,TA,Y,12,2007,W,N,260000,0,3076.0,1,3.0,1,0,1,12.468436909997665,9.087833697483386
Res,105.0,1,1,1,AllPub,Inside,1,NridgHt,N,Norm,1F,2,9-10,5,2006,H,CompShg,VinylSd,VinylSd,B,772.0,Ex,TA,PConc,G,TA,Av,Unf,Unf,GasA,Ex,1,SBrkr,3,1,Ex,9+,1,Gd,B,Fin,3+,A,TA,Y,3,2007,W,N,380000,1,4796.0,1,2.5,1,1,1,12.84792653170257,9.524640032332234
Res,40.0,1,0,1,AllPub,Inside,1,Greens,N,Norm,T,1,8,6,1978,G,CompShg,Wd Sdng,Plywood,N,0.0,Gd,TA,CBlock,G,TA,Gd,GLQ,LwQ,GasA,TA,1,SBrkr,1,1,Gd,0-4,1,TA,A,Fin,2,A,TA,Y,7,2007,W,N,213750,0,2352.0,1,2.0,1,1,1,12.272562386799006,8.253227645581772
Res,26.0,1,0,1,AllPub,FR2,1,NAmes,N,Norm,T,1,6,5,1997,G,CompShg,MetalSd,MetalSd,N,0.0,Gd,TA,PConc,G,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,2,1,Gd,5,1,TA,A,Fin,2,A,TA,Y,10,2007,W,N,177000,0,2742.0,1,3.0,1,1,0,12.083905011555967,9.300455261418444
Res,80.0,1,1,1,AllPub,Corner,1,Sawyer,N,Norm,1F,2,6,7,1969,G,CompShg,HdBoard,HdBoard,S,143.0,TA,TA,CBlock,A,TA,No,ALQ,Unf,GasA,TA,1,SBrkr,4,1,Ta,7,1,None,A,Fin,1,A,TA,Y,3,2010,W,N,158000,1,2015.0,1,1.5,1,0,1,11.970350312009105,9.144627828610801
Res,75.0,1,1,1,AllPub,Inside,1,NAmes,N,Norm,1F,1,5,6,1961,G,CompShg,VinylSd,VinylSd,B,136.0,TA,TA,CBlock,A,TA,No,Rec,Unf,GasA,Gd,1,SBrkr,3,1,Ta,6,1,None,A,Unf,2,A,TA,Y,9,2008,W,N,139950,0,2288.0,1,2.0,0,0,0,11.8490404949436,8.971448463693834
Res,85.0,1,1,1,AllPub,Inside,1,Somerst,N,Norm,1F,2,9-10,5,2008,G,CompShg,VinylSd,VinylSd,S,160.0,Ex,TA,PConc,E,TA,Av,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Ex,9+,1,Ex,A,Fin,3+,A,TA,Y,4,2009,W,N,310000,1,3024.0,1,3.5+,1,1,1,12.644327576461329,9.305923241869912
Res,60.0,1,0,0,AllPub,Inside,0,ClearCr,N,Norm,1F,1,7,7,1977,H,CompShg,Wd Sdng,Wd Sdng,N,0.0,Gd,Gd,CBlock,G,TA,Gd,ALQ,Unf,GasA,Gd,1,SBrkr,1,1,Ta,0-4,1,TA,A,RFn,2,A,TA,Y,4,2010,W,N,270000,0,2903.0,1,2.5,0,1,1,12.506177237980511,9.90658275744343
Res,60.0,1,0,1,AllPub,Inside,1,Edwards,N,Norm,1F,1,5,5,1953,G,CompShg,MetalSd,MetalSd,N,0.0,TA,TA,CBlock,A,TA,No,Rec,Unf,GasA,TA,1,SBrkr,3,1,Ta,6,0,TA,D,Unf,2,A,TA,P,3,2007,COD,N,130000,0,2703.0,1,2.0,1,1,0,11.77528972943772,10.029767718446458
Res,88.0,1,0,1,AllPub,Corner,1,Sawyer,N,Norm,1F,S,6,7,1977,G,CompShg,HdBoard,Plywood,B,46.0,TA,TA,CBlock,G,Gd,Av,ALQ,Unf,GasA,TA,1,SBrkr,3,1,Ta,6,1,TA,A,Unf,2,A,TA,Y,7,2006,W,N,151000,0,1718.0,1,2.0,1,1,1,11.925035115797062,9.044403844431551
Res,44.0,1,0,0,AllPub,Inside,0,Crawfor,N,Norm,T,1,8,5,2004,H,CompShg,CemntBd,CmentBd,S,186.0,Gd,TA,PConc,E,TA,Gd,GLQ,Unf,GasA,Ex,1,SBrkr,2,1,Gd,5,1,Gd,A,Fin,2,A,TA,Y,12,2006,W,N,300000,0,3240.0,1,3.5+,1,1,1,12.611537753638338,8.253748343328501
Res,75.0,1,1,1,AllPub,Corner,1,NAmes,N,Norm,1F,1,6,6,1951,H,CompShg,Wd Sdng,Wd Sdng,B,522.0,TA,TA,CBlock,A,TA,No,Unf,Unf,GasA,TA,1,SBrkr,2,1,Gd,5,1,Gd,A,Unf,2,A,TA,Y,6,2006,W,N,155000,0,1791.0,1,1.5,0,1,0,11.951180395901384,9.227197489042606
Res,60.0,1,0,1,AllPub,CulDSac,1,NWAmes,P,Norm,1F,2,7,6,1974,G,CompShg,VinylSd,VinylSd,N,0.0,TA,TA,CBlock,A,TA,Mn,GLQ,LwQ,GasA,TA,1,SBrkr,3,1,Gd,7,1,TA,A,RFn,2,A,TA,Y,6,2009,W,N,206000,1,2819.0,1,2.5,1,1,1,12.235631447771718,9.451873788401983
Res,65.0,1,0,1,AllPub,Inside,1,Gilbert,N,Norm,1F,2,7,5,2007,H,CompShg,VinylSd,VinylSd,N,0.0,Gd,TA,PConc,G,TA,Av,Unf,Unf,GasA,Ex,1,SBrkr,3,1,Gd,8,1,Gd,A,Fin,2,A,TA,Y,7,2007,N,P,179540,1,2184.0,1,2.5,1,1,1,12.09815330331068,9.106977858981029
Res,75.0,1,1,1,AllPub,Inside,1,Somerst,N,Norm,1F,2,7,5,2005,G,CompShg,VinylSd,VinylSd,N,0.0,Gd,TA,PConc,G,TA,No,GLQ,Unf,GasA,Gd,1,SBrkr,3,1,Gd,7,1,None,A,RFn,2,A,TA,Y,2,2008,W,N,226700,1,2634.0,1,2.5,1,0,0,12.33138283649562,9.190443740261726
Res,95.0,1,0,1,AllPub,Corner,1,CollgCr,N,Norm,1F,1,8,5,2008,G,CompShg,VinylSd,VinylSd,B,140.0,Gd,TA,PConc,G,TA,Av,GLQ,Unf,GasA,Ex,1,SBrkr,2,1,Gd,5,1,None,A,RFn,3+,A,TA,Y,3,2009,W,N,221800,0,2508.0,1,3.0,1,0,1,12.309531353898404,9.242226560838505
Res,37.0,1,0,1,AllPub,CulDSac,1,Mitchel,N,Norm,1F,S,6,6,1984,G,CompShg,HdBoard,HdBoard,N,0.0,TA,TA,CBlock,A,TA,Av,GLQ,Unf,GasA,TA,1,SBrkr,3,1,Ta,6,1,None,D,Unf,2,A,TA,Y,3,2006,W,N,142500,0,2006.0,1,2.0,0,0,1,11.867097278690842,8.979290649090876
Res,75.0,1,1,1,AllPub,Inside,1,SawyerW,N,Norm,1F,2,7,5,1994,G,CompShg,VinylSd,VinylSd,N,0.0,Gd,Gd,PConc,G,Gd,No,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Gd,7,1,TA,A,RFn,2,A,TA,Y,7,2007,W,N,220000,1,2737.0,1,3.5+,1,1,1,12.301382825334498,9.139595967450425
Res,21.0,1,1,1,AllPub,Inside,1,MeadowV,N,Norm,T,S,0-4,6,1970,G,CompShg,CemntBd,CmentBd,N,0.0,TA,TA,CBlock,G,TA,Av,GLQ,Unf,GasA,TA,1,SBrkr,1,1,Ta,0-4,1,None,O,None,0,O,None,Y,4,2006,W,N,73000,0,1260.0,1,2.0,0,0,0,11.198214720130528,7.293017679772782
Res,65.0,1,0,1,AllPub,Inside,1,CollgCr,N,Norm,1F,1,9-10,5,2008,G,CompShg,VinylSd,VinylSd,S,364.0,Ex,TA,PConc,E,TA,Gd,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Ex,8,1,Gd,A,RFn,3+,A,TA,Y,11,2009,W,N,332000,0,3440.0,1,3.0,1,1,1,12.712890247898626,9.288781798282745
Res,59.0,1,0,1,AllPub,CulDSac,1,NridgHt,N,Norm,1F,1,9-10,5,2007,H,CompShg,CemntBd,CmentBd,B,970.0,Ex,TA,PConc,E,TA,Av,GLQ,Unf,GasA,Ex,1,SBrkr,2,1,Ex,7,1,Gd,A,Fin,3+,A,TA,Y,8,2007,N,P,500067,0,4610.0,1,3.5+,1,1,1,13.122497368427132,9.750860711077213
Res,60.0,1,0,1,AllPub,FR2,1,NWAmes,N,Norm,1F,S,6,6,1978,G,CompShg,HdBoard,HdBoard,B,233.0,TA,TA,CBlock,G,TA,Av,ALQ,Unf,GasA,TA,1,SBrkr,3,1,Ta,6,1,TA,A,Unf,2,A,TA,Y,7,2007,W,N,148000,0,2064.0,1,2.5,0,1,0,11.904967552746252,9.249080200292113
Res,60.0,1,1,1,AllPub,Inside,1,NAmes,N,Norm,1F,1,0-4,6,1970,G,CompShg,HdBoard,Plywood,N,0.0,TA,TA,CBlock,A,TA,No,ALQ,BLQ,GasA,TA,1,SBrkr,3,1,Gd,5,1,None,D,Unf,2,A,TA,Y,11,2009,W,N,120500,0,1728.0,1,1.0,0,0,1,11.699405031912846,8.847934753328465
Res,100.0,1,1,0,AllPub,Inside,0,Mitchel,A,Norm,1F,1,5,5,1954,H,CompShg,HdBoard,HdBoard,N,0.0,TA,TA,CBlock,A,TA,No,Unf,Unf,GasA,Ex,1,FuseA,2,1,Ta,0-4,1,None,A,RFn,2,A,TA,N,2,2008,W,N,113000,0,1976.0,1,1.0,0,0,0,11.635143097694478,9.98736903651683
Res,78.0,1,0,1,AllPub,Inside,1,Sawyer,N,Norm,1F,1,5,6,1968,G,CompShg,Plywood,Plywood,N,0.0,TA,TA,CBlock,A,TA,No,Rec,Unf,GasA,Gd,1,SBrkr,3,1,Ta,7,0,TA,A,RFn,2,A,TA,Y,7,2006,W,N,180000,0,3182.0,1,2.5,1,1,0,12.100712129872347,9.24329147211587
Res,86.0,1,0,1,AllPub,Inside,1,Edwards,N,Norm,1F,1,9-10,5,2007,H,CompShg,CemntBd,CmentBd,S,340.0,Ex,TA,PConc,E,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Ex,8,1,Gd,A,Fin,3+,A,TA,Y,2,2009,W,N,320000,0,3396.0,1,3.0,1,1,1,12.676076274775909,9.494466128225186
Res,60.0,1,0,0,AllPub,Inside,1,BrkSide,P,Norm,1F,2,6,6,1916,G,CompShg,Wd Sdng,Wd Shng,N,0.0,TA,TA,BrkTil,A,TA,No,Unf,Unf,GasA,Gd,0,FuseA,5,1,Gd,9+,1,None,D,Unf,2,A,TA,Y,7,2009,W,N,214500,1,2978.0,1,2.0,1,0,0,12.27606501735021,9.38328476695754
Res,60.0,1,1,1,AllPub,Corner,1,ClearCr,N,Norm,1F,1,5,3,1960,O,Tar&Grv,Plywood,Plywood,S,275.0,TA,TA,CBlock,A,TA,Mn,Rec,Unf,GasA,Gd,1,SBrkr,3,1,Ta,7,0,TA,O,Unf,2,A,TA,Y,12,2008,W,Other,145000,0,2709.0,1,3.0,1,1,1,11.884489021402711,9.2621735206162
Res,50.0,1,1,1,AllPub,Inside,1,SawyerW,N,Norm,T,1,6,5,1992,G,CompShg,Plywood,ImStucc,N,0.0,Gd,TA,PConc,G,TA,No,GLQ,Unf,GasA,Gd,1,SBrkr,2,1,Gd,5,1,None,A,RFn,2,A,TA,Y,7,2007,W,N,179200,0,3150.0,1,3.0,0,0,0,12.096257779522967,8.988695696785708
Res,98.0,1,1,1,AllPub,Inside,1,NridgHt,N,Norm,1F,1,8,5,2007,G,CompShg,VinylSd,VinylSd,S,200.0,Gd,TA,PConc,E,TA,No,GLQ,Unf,GasA,Ex,1,SBrkr,3,1,Gd,7,1,Gd,A,RFn,3+,A,TA,Y,5,2010,W,N,306000,0,3408.0,1,3.0,1,1,0,12.631340380934517,9.348187438668308
